CustomerID,Name,Email,Phone,Revenue,Engagement,Target
24.0,Customer 24,customer24@example.com,+1-555-6879,37269.82248607548,0.01,0.0
25.0,Customer 25,Unknown,+1-555-9668,46150.92843748656,0.74,0.0
26.0,Customer 26,Unknown,+1-555-2233,78732.42017790835,0.15,0.0
27.0,Customer 27,Unknown,+1-555-9937,20767.704433677613,0.91,0.0
28.0,Customer 28,customer28@example.com,+1-555-7804,51909.20940294755,0.89,0.0
29.0,Customer 29,customer29@example.com,+1-555-3188,59649.0423173422,0.65,0.0
30.0,Customer 30,customer30@example.com,+1-555-8328,5598.590859279775,0.67,0.0
31.0,Customer 31,customer31@example.com,+1-555-9026,61146.9403382424,0.01,1.0
32.0,Customer 32,customer32@example.com,Unknown,17881.88824504186,0.98,0.0
33.0,Customer 33,customer33@example.com,+1-555-1210,7440.107705542672,0.88,1.0
34.0,Customer 34,customer34@example.com,+1-555-1087,94939.66818808,0.9,0.0
35.0,Customer 35,customer35@example.com,+1-555-4820,96597.57127438138,0.66,0.0
36.0,Customer 36,customer36@example.com,+1-555-3342,81031.33746352965,0.34,1.0
37.0,Customer 37,customer37@example.com,+1-555-5454,31156.763148163696,0.89,0.0
38.0,Customer 38,customer38@example.com,+1-555-4195,10669.539286632003,0.29,0.0
39.0,Customer 39,customer39@example.com,+1-555-1525,68739.06962470354,0.56,1.0
40.0,Customer 40,customer40@example.com,+1-555-2743,44575.09688022053,0.1,0.0
41.0,Customer 41,customer41@example.com,+1-555-8224,13081.785249633103,0.92,0.0
42.0,Customer 42,customer42@example.com,+1-555-2467,50022.51410101575,0.14,1.0
43.0,Customer 43,customer43@example.com,+1-555-2645,4404.463590406622,0.22,1.0
44.0,Customer 44,customer44@example.com,+1-555-4715,91022.71980579942,0.56,0.0
45.0,Customer 45,Unknown,Unknown,26619.21817840168,0.76,0.0
46.0,Customer 46,customer46@example.com,Unknown,66589.70615104421,0.62,1.0
47.0,Customer 47,customer47@example.com,+1-555-7295,31859.39653285169,0.23,0.0
48.0,Customer 48,customer48@example.com,+1-555-1068,52486.73409660327,0.0,0.0
49.0,Customer 49,customer49@example.com,+1-555-1983,55124.31765498468,0.76,0.0
50.0,Customer 50,customer50@example.com,+1-555-5138,19300.591097027176,0.99,1.0
51.0,Custmr 51,customer51@example.com,+1-555-3309,96988.87814869128,0.81,0.0
52.0,Customer 52,customer52@example.com,+1-555-8043,77738.14951275034,0.46,1.0
53.0,Customer 53,customer53@example.com,+1-555-7464,94010.39521485473,0.9,0.0
54.0,Customer 54,customer54@example.com,+1-555-5674,89587.90769233723,0.41,0.0
55.0,Customer 55,customer55@example.com,+1-555-2703,60192.09790229743,0.52,1.0
56.0,Customer 56,customer56@example.com,+1-555-7215,92265.54926728856,0.48,1.0
57.0,Customer 57,customer57@example.com,+1-555-9176,9760.75770314003,0.45,0.0
58.0,Customer 58,customer58@example.com,+1-555-3447,20402.303379495374,0.78,0.0
59.0,Customer 59,customer59@example.com,+1-555-7361,5477.501602143268,0.53,1.0
60.0,Customer 60,customer60@example.com,+1-555-3482,33207.70274556317,0.32,0.0
61.0,Customer 61,customer61@example.com,+1-555-3987,39479.05167925872,0.26,0.0
62.0,Customer 62,Unknown,+1-555-7459,27863.554145615693,0.04,0.0
63.0,Customer 63,customer63@example.com,+1-555-1186,83045.013406041,0.58,1.0
64.0,Customer 64,customer64@example.com,+1-555-8314,36318.57934266534,0.23,1.0
65.0,Customer 65,customer65@example.com,+1-555-7830,28812.516459050694,0.15,1.0
66.0,Customer 66,customer66@example.com,+1-555-9718,54726.9122326666,0.65,0.0
67.0,Customer 67,customer67@example.com,+1-555-5334,14951.498272501502,0.68,0.0
68.0,Customer 68,customer68@example.com,+1-555-1057,80417.50109464992,0.75,0.0
69.0,Customer 69,customer69@example.com,+1-555-7952,8380.51372429731,0.5,0.0
70.0,Customer 70,customer70@example.com,+1-555-4843,98701.8067234512,0.89,0.0
71.0,Customer 71,customer71@example.com,Unknown,77452.23216036908,0.94,0.0
72.0,Customer 72,customer72@example.com,+1-555-4000,20672.852471883067,0.81,0.0
73.0,Customer 73,customer73@example.com,+1-555-1476,1546.6895952366376,0.64,0.0
74.0,Customer 74,customer74@example.com,+1-555-1859,81730.68141702858,0.3,0.0
75.0,Customer 75,customer75@example.com,Unknown,70978.8770409141,0.98,1.0
76.0,Customer 76,customer76@example.com,Unknown,73171.70963605774,0.27,0.0
77.0,Customer 77,customer77@example.com,+1-555-2976,77355.76432190863,0.2,0.0
78.0,Customer 78,customer78@example.com,+1-555-9963,8330.420521674947,0.44,0.0
79.0,Customer 79,customer79@example.com,+1-555-5589,36488.10712588299,0.06,1.0
80.0,Customer 80,customer80@example.com,+1-555-1522,12471.036892987842,0.98,0.0
81.0,Customer 81,customer81@example.com,+1-555-2116,86447.23916168376,0.59,0.0
82.0,Customer 82,customer82@example.com,+1-555-9815,62706.51455592823,0.56,0.0
83.0,Customer 83,Unknown,+1-555-1765,33758.90446041227,0.66,0.0
84.0,Customer 84,customer84@example.com,+1-555-7233,7292.27667831634,0.5,1.0
85.0,Customer 85,customer85@example.com,+1-555-7751,31787.24984985056,0.03,0.0
86.0,Customer 86,customer86@example.com,+1-555-8353,33193.14888064796,0.61,0.0
87.0,Customer 87,customer87@example.com,+1-555-5783,73231.01165546835,0.72,0.0
88.0,Customer 88,customer88@example.com,+1-555-1400,64118.1896641661,0.42,0.0
89.0,Customer 89,customer89@example.com,+1-555-6200,88834.06151505632,0.76,0.0
90.0,Customer 90,customer90@example.com,+1-555-5148,47749.27759103298,0.23,0.0
91.0,Customer 91,customer91@example.com,+1-555-1184,12839.830347891868,0.22,1.0
92.0,Customer 92,customer92@example.com,+1-555-3969,71611.23393507651,0.16,1.0
93.0,Customer 93,customer93@example.com,+1-555-6797,76317.71981307285,0.37,1.0
94.0,Customer 94,customer94@example.com,+1-555-2695,56566.44255938013,0.85,0.0
95.0,Customer 95,customer95@example.com,+1-555-5944,77325.75081550154,0.83,0.0
96.0,Customer 96,customer96@example.com,+1-555-9102,49885.76404007468,0.38,0.0
97.0,Customer 97,customer97@example.com,+1-555-5191,52750.55010881741,0.59,0.0
98.0,Customer 98,customer98@example.com,+1-555-8692,43326.560817496415,0.72,0.0
99.0,Customer 99,customer99@example.com,+1-555-6563,3516.493547665424,0.24,1.0
100.0,Customer 100,customer100@example.com,+1-555-9501,11681.25127233714,0.17,0.0
101.0,Custmr 101,customer101@example.com,+1-555-6454,4111.4893829866905,0.97,1.0
102.0,Customer 102,customer102@example.com,+1-555-1683,64004.63071511426,0.62,0.0
103.0,Customer 103,customer103@example.com,+1-555-8778,32121.24212655634,0.98,0.0
104.0,Customer 104,customer104@example.com,+1-555-8214,51348.49842530557,0.34,0.0
105.0,Customer 105,customer105@example.com,+1-555-7979,90849.0809186832,0.7,0.0
106.0,Customer 106,customer106@example.com,+1-555-5482,25679.93068573862,0.22,0.0
107.0,Customer 107,customer107@example.com,+1-555-2149,41627.909380527344,0.26,1.0
108.0,Customer 108,Unknown,+1-555-6206,75799.56271576181,0.51,1.0
109.0,Customer 109,customer109@example.com,+1-555-8878,23651.018383670624,0.32,0.0
110.0,Customer 110,customer110@example.com,+1-555-4334,8621.011073050506,0.17,0.0
111.0,Customer 111,customer111@example.com,+1-555-8664,29685.393838463035,0.26,1.0
112.0,Customer 112,customer112@example.com,Unknown,16960.907438146438,0.04,1.0
113.0,Customer 113,customer113@example.com,+1-555-8495,93040.06758191471,0.7,0.0
114.0,Customer 114,customer114@example.com,+1-555-2191,81003.91757687728,0.49,1.0
115.0,Customer 115,customer115@example.com,+1-555-2436,63706.971894531925,0.09,0.0
116.0,Customer 116,customer116@example.com,+1-555-3899,87274.59842858405,0.17,0.0
117.0,Customer 117,customer117@example.com,+1-555-5681,80563.53561301233,0.1,0.0
118.0,Customer 118,customer118@example.com,+1-555-5916,19470.43582971755,0.61,0.0
119.0,Customer 119,customer119@example.com,+1-555-7589,89363.3408505078,0.09,0.0
120.0,Customer 120,customer120@example.com,+1-555-2531,54394.88194964942,0.75,0.0
121.0,Customer 121,customer121@example.com,+1-555-6466,80936.5753612422,0.02,0.0
122.0,Customer 122,customer122@example.com,+1-555-5157,89713.03869242583,0.25,1.0
123.0,Customer 123,customer123@example.com,+1-555-3150,32482.344022214525,0.89,1.0
124.0,Customer 124,Unknown,+1-555-3075,11895.14052824,0.72,0.0
125.0,Customer 125,customer125@example.com,+1-555-9986,23565.581091652228,0.07,0.0
126.0,Customer 126,customer126@example.com,+1-555-8535,43283.67107399937,0.82,0.0
127.0,Customer 127,customer127@example.com,+1-555-3557,81983.46182632682,0.49,0.0
128.0,Customer 128,customer128@example.com,+1-555-6973,86212.327742378,0.85,0.0
129.0,Customer 129,customer129@example.com,+1-555-4375,1688.2609225878796,0.6,0.0
130.0,Customer 130,customer130@example.com,+1-555-6318,51563.98295517901,0.68,0.0
131.0,Customer 131,customer131@example.com,+1-555-4511,42323.68931172912,0.99,0.0
132.0,Customer 132,customer132@example.com,+1-555-5585,22988.67323660229,0.23,0.0
133.0,Customer 133,customer133@example.com,+1-555-9164,12866.671366034598,0.62,1.0
134.0,Customer 134,customer134@example.com,+1-555-5495,34423.901968959166,0.46,0.0
135.0,Customer 135,customer135@example.com,+1-555-1714,94348.0606873394,0.04,0.0
136.0,Customer 136,customer136@example.com,+1-555-7477,32997.09027005477,0.01,0.0
137.0,Customer 137,customer137@example.com,+1-555-5582,52360.27155259324,0.12,0.0
138.0,Customer 138,customer138@example.com,+1-555-4328,70598.8769306226,0.65,0.0
139.0,Customer 139,Unknown,+1-555-3816,36999.3306355501,0.57,1.0
140.0,Customer 140,Unknown,+1-555-5415,97206.42618937512,0.55,0.0
141.0,Customer 141,customer141@example.com,+1-555-4748,96282.28219926902,0.03,1.0
142.0,Customer 142,customer142@example.com,+1-555-5760,25926.447286711053,0.47,0.0
143.0,Customer 143,customer143@example.com,+1-555-5819,50227.60208334616,0.92,0.0
144.0,Customer 144,customer144@example.com,+1-555-2041,30786.9526718602,0.4,0.0
145.0,Customer 145,customer145@example.com,+1-555-3708,29199.208943369293,0.62,0.0
146.0,Customer 146,customer146@example.com,+1-555-3239,4651.807788098747,0.78,0.0
147.0,Customer 147,customer147@example.com,+1-555-4070,61346.869064009785,0.78,1.0
148.0,Customer 148,customer148@example.com,+1-555-9676,50765.223299657286,0.52,0.0
149.0,Customer 149,customer149@example.com,+1-555-6056,6096.396373748946,0.86,0.0
150.0,Customer 150,customer150@example.com,+1-555-4504,28585.99995942453,0.39,1.0
151.0,Custmr 151,customer151@example.com,+1-555-8454,90918.32271069872,0.89,0.0
152.0,Customer 152,customer152@example.com,+1-555-2543,24716.62717603027,0.24,0.0
153.0,Customer 153,Unknown,+1-555-1851,15344.592337031088,0.28,0.0
154.0,Customer 154,customer154@example.com,+1-555-4402,49455.823267478736,0.05,0.0
155.0,Customer 155,customer155@example.com,+1-555-6722,98579.39495694949,0.8,0.0
156.0,Customer 156,customer156@example.com,+1-555-3636,24963.471879638542,0.42,0.0
157.0,Customer 157,customer157@example.com,+1-555-6148,67541.41919318198,0.23,0.0
158.0,Customer 158,customer158@example.com,+1-555-4182,76400.34191754305,0.23,0.0
159.0,Customer 159,Unknown,+1-555-7100,24526.11685524757,0.9,0.0
160.0,Customer 160,customer160@example.com,+1-555-8232,73093.41851257409,0.83,0.0
161.0,Customer 161,customer161@example.com,+1-555-4096,37410.53013920607,0.55,0.0
162.0,Customer 162,customer162@example.com,+1-555-7325,63598.27722876437,0.62,1.0
163.0,Customer 163,customer163@example.com,+1-555-7288,63719.441365328574,0.47,0.0
164.0,Customer 164,customer164@example.com,+1-555-3316,54041.69372340109,0.39,1.0
165.0,Customer 165,customer165@example.com,+1-555-2408,9938.687235386422,0.92,0.0
166.0,Customer 166,customer166@example.com,+1-555-9639,83694.94706333456,0.13,0.0
167.0,Customer 167,customer167@example.com,+1-555-6758,32757.22643220185,0.42,0.0
168.0,Customer 168,customer168@example.com,+1-555-3879,19465.33252958557,0.34,1.0
169.0,Customer 169,customer169@example.com,+1-555-5135,5036.739013921628,0.5,0.0
170.0,Customer 170,customer170@example.com,+1-555-2017,59498.40137563594,0.46,1.0
171.0,Customer 171,customer171@example.com,+1-555-7254,68078.87182238596,0.52,1.0
172.0,Customer 172,customer172@example.com,+1-555-7789,2642.195063857759,0.14,0.0
173.0,Customer 173,customer173@example.com,+1-555-1049,51697.212771628816,0.51,0.0
174.0,Customer 174,Unknown,+1-555-1325,23423.081744595856,0.24,0.0
175.0,Customer 175,customer175@example.com,+1-555-9715,64872.10625053554,0.18,0.0
176.0,Customer 176,customer176@example.com,+1-555-2285,18262.27647149415,0.06,0.0
177.0,Customer 177,customer177@example.com,+1-555-1318,69402.83607214413,0.76,1.0
178.0,Customer 178,customer178@example.com,+1-555-1962,39286.7992837532,0.43,0.0
179.0,Customer 179,customer179@example.com,+1-555-3657,93736.26888493673,0.63,0.0
180.0,Customer 180,Unknown,+1-555-5331,14614.573470453332,0.73,0.0
181.0,Customer 181,customer181@example.com,+1-555-4499,34765.56875397559,0.68,1.0
182.0,Customer 182,customer182@example.com,+1-555-8681,12233.87860281832,0.47,0.0
183.0,Customer 183,customer183@example.com,+1-555-8964,92544.66820957772,0.39,1.0
184.0,Customer 184,customer184@example.com,+1-555-1981,87856.59598471712,0.38,1.0
185.0,Customer 185,customer185@example.com,+1-555-9849,26536.221143800405,0.64,0.0
186.0,Customer 186,customer186@example.com,+1-555-9304,66338.42055738372,0.49,0.0
187.0,Customer 187,customer187@example.com,+1-555-1777,81904.99781992036,0.85,0.0
188.0,Customer 188,customer188@example.com,+1-555-6655,55964.88034834677,0.87,0.0
189.0,Customer 189,customer189@example.com,Unknown,53435.40725724464,0.17,1.0
190.0,Customer 190,customer190@example.com,+1-555-6135,24943.37679914472,0.14,0.0
191.0,Customer 191,customer191@example.com,+1-555-7345,10217.174012784022,0.63,0.0
192.0,Customer 192,Unknown,+1-555-7876,89824.36003737935,0.3,0.0
193.0,Customer 193,customer193@example.com,+1-555-3380,90141.38765916972,0.02,0.0
194.0,Customer 194,customer194@example.com,+1-555-2960,63677.04427005353,0.89,0.0
195.0,Customer 195,customer195@example.com,+1-555-6792,34563.949313821366,0.23,0.0
196.0,Customer 196,customer196@example.com,+1-555-9473,35571.74788665343,0.93,1.0
197.0,Customer 197,customer197@example.com,+1-555-4159,72869.6122081537,0.72,0.0
198.0,Customer 198,customer198@example.com,+1-555-4613,89813.91573530513,0.76,0.0
199.0,Customer 199,customer199@example.com,+1-555-7190,88821.55600224661,0.2,1.0
200.0,Customer 200,customer200@example.com,+1-555-1504,78207.67903990476,0.23,1.0
201.0,Custmr 201,customer201@example.com,+1-555-2711,64561.13296927449,0.52,0.0
202.0,Customer 202,customer202@example.com,Unknown,9329.856534509834,0.17,0.0
203.0,Customer 203,customer203@example.com,+1-555-7778,17001.242695366764,0.31,0.0
204.0,Customer 204,customer204@example.com,+1-555-3704,89956.86466418084,0.32,0.0
205.0,Customer 205,customer205@example.com,+1-555-5763,61036.4769062994,0.16,1.0
206.0,Customer 206,Unknown,+1-555-1045,1910.508110046335,0.21,0.0
207.0,Customer 207,customer207@example.com,+1-555-6826,11045.682743737178,0.79,1.0
208.0,Customer 208,customer208@example.com,+1-555-9858,66686.67514169753,0.17,0.0
209.0,Customer 209,customer209@example.com,+1-555-5712,1501.09680077565,0.03,0.0
210.0,Customer 210,Unknown,+1-555-1024,16919.997090332366,0.63,0.0
211.0,Customer 211,customer211@example.com,+1-555-5879,55324.64514729202,0.98,0.0
212.0,Customer 212,customer212@example.com,+1-555-5774,69497.62457157663,0.33,0.0
213.0,Customer 213,Unknown,+1-555-4959,65544.16469075746,0.12,0.0
214.0,Customer 214,Unknown,+1-555-4901,23202.661636595418,0.57,0.0
215.0,Customer 215,customer215@example.com,+1-555-7355,71505.74291340605,0.91,1.0
216.0,Customer 216,customer216@example.com,+1-555-9942,24487.659662183207,0.78,0.0
217.0,Customer 217,customer217@example.com,+1-555-8781,33214.57011776751,0.62,1.0
218.0,Customer 218,customer218@example.com,Unknown,74902.64910668439,0.32,0.0
219.0,Customer 219,customer219@example.com,+1-555-9222,65313.65700567425,0.54,1.0
220.0,Customer 220,customer220@example.com,+1-555-4999,85073.11763892362,0.09,1.0
221.0,Customer 221,customer221@example.com,+1-555-7463,66103.676337734,0.68,0.0
222.0,Customer 222,customer222@example.com,+1-555-8117,57262.55173021169,0.73,1.0
223.0,Customer 223,customer223@example.com,+1-555-5856,10273.802014981156,0.97,0.0
224.0,Customer 224,customer224@example.com,+1-555-6457,37403.86450288392,0.26,1.0
225.0,Customer 225,customer225@example.com,+1-555-8563,27255.03440049082,0.02,0.0
226.0,Customer 226,customer226@example.com,+1-555-5012,25154.974694529275,0.55,0.0
227.0,Customer 227,customer227@example.com,Unknown,97328.04492049212,0.71,0.0
228.0,Customer 228,customer228@example.com,+1-555-4894,39916.67474200928,0.79,0.0
229.0,Customer 229,Unknown,+1-555-6565,89312.60896253421,0.19,0.0
230.0,Customer 230,customer230@example.com,+1-555-2065,63482.72397372903,0.26,1.0
231.0,Customer 231,customer231@example.com,+1-555-1397,79686.31905062319,0.51,1.0
232.0,Customer 232,customer232@example.com,+1-555-3662,50761.07221741402,0.33,0.0
233.0,Customer 233,customer233@example.com,+1-555-1861,58113.48457800955,0.86,1.0
234.0,Customer 234,customer234@example.com,+1-555-8730,49759.251688067525,0.47,1.0
235.0,Customer 235,customer235@example.com,+1-555-6965,20329.05579200641,0.8,0.0
236.0,Customer 236,customer236@example.com,+1-555-7172,72522.75941088903,0.58,0.0
237.0,Customer 237,customer237@example.com,+1-555-1337,28796.46388164472,0.77,0.0
238.0,Customer 238,customer238@example.com,+1-555-7408,3407.28067671393,0.33,1.0
239.0,Customer 239,customer239@example.com,+1-555-5288,64901.75729480961,0.83,1.0
240.0,Customer 240,customer240@example.com,+1-555-9496,18533.957261297845,0.27,0.0
241.0,Customer 241,customer241@example.com,+1-555-9992,94105.39985093851,0.55,0.0
242.0,Customer 242,customer242@example.com,+1-555-7938,95438.92912325617,0.21,1.0
243.0,Customer 243,customer243@example.com,+1-555-7040,91571.5746318244,0.48,1.0
244.0,Customer 244,customer244@example.com,Unknown,37645.711325289,0.32,1.0
245.0,Customer 245,customer245@example.com,+1-555-3112,2530.2050363578755,0.27,0.0
246.0,Customer 246,customer246@example.com,+1-555-9240,92903.5376961848,0.97,0.0
247.0,Customer 247,customer247@example.com,Unknown,43390.23068341412,0.16,0.0
248.0,Customer 248,customer248@example.com,+1-555-2045,96698.82708532328,0.79,0.0
249.0,Customer 249,customer249@example.com,+1-555-4996,96398.37773183604,0.98,1.0
250.0,Customer 250,customer250@example.com,+1-555-6160,85447.93609126865,0.02,0.0
251.0,Custmr 251,customer251@example.com,+1-555-6127,500000.0,0.7,1.0
252.0,Customer 252,customer252@example.com,+1-555-7775,39124.6751315906,0.25,0.0
253.0,Customer 253,customer253@example.com,+1-555-7037,85262.53048016883,0.04,1.0
254.0,Customer 254,customer254@example.com,+1-555-9248,32375.27851047149,0.4,0.0
255.0,Customer 255,customer255@example.com,+1-555-6511,17779.781921923157,0.94,0.0
256.0,Customer 256,customer256@example.com,+1-555-1032,56123.32498337667,0.01,0.0
257.0,Customer 257,customer257@example.com,+1-555-8125,93679.32264191732,0.59,0.0
258.0,Customer 258,customer258@example.com,+1-555-5228,69906.94987082233,0.5,1.0
259.0,Customer 259,customer259@example.com,+1-555-8766,57436.05583884713,0.87,0.0
260.0,Customer 260,customer260@example.com,+1-555-1996,10620.472883306084,0.08,0.0
261.0,Customer 261,Unknown,+1-555-6702,61885.71544321781,0.68,1.0
262.0,Customer 262,customer262@example.com,+1-555-4007,99015.33116032206,0.68,1.0
263.0,Customer 263,customer263@example.com,+1-555-4404,14868.31750841588,0.67,0.0
264.0,Customer 264,customer264@example.com,+1-555-4285,52314.635584009935,0.94,1.0
265.0,Customer 265,customer265@example.com,+1-555-1534,87859.93412086759,0.82,0.0
266.0,Customer 266,customer266@example.com,Unknown,74336.09315766624,0.04,0.0
267.0,Customer 267,customer267@example.com,+1-555-1675,70004.55835853153,0.47,0.0
268.0,Customer 268,customer268@example.com,+1-555-1186,70545.92431472382,0.4,0.0
269.0,Customer 269,customer269@example.com,+1-555-5189,36589.62397075576,0.31,0.0
270.0,Customer 270,customer270@example.com,+1-555-9852,30065.592582184843,0.45,0.0
271.0,Customer 271,customer271@example.com,+1-555-7726,81126.75439237285,0.38,0.0
272.0,Customer 272,customer272@example.com,+1-555-2091,81201.2260732389,0.43,1.0
273.0,Customer 273,customer273@example.com,+1-555-1465,86840.15953943027,0.98,0.0
274.0,Customer 274,customer274@example.com,+1-555-8606,91410.81470309064,0.09,1.0
275.0,Customer 275,customer275@example.com,+1-555-9016,51622.89748723284,0.92,1.0
276.0,Customer 276,customer276@example.com,Unknown,50650.11317403276,0.48,0.0
277.0,Customer 277,customer277@example.com,+1-555-2198,80031.22271771074,0.62,0.0
278.0,Customer 278,customer278@example.com,+1-555-9643,65346.42914699875,0.83,0.0
279.0,Customer 279,customer279@example.com,+1-555-5313,70494.72084851263,0.36,1.0
280.0,Customer 280,customer280@example.com,+1-555-5261,79783.474274174,0.43,0.0
281.0,Customer 281,customer281@example.com,+1-555-2511,89110.52883993907,0.41,0.0
282.0,Customer 282,customer282@example.com,+1-555-6282,34461.52052830205,0.37,1.0
283.0,Customer 283,customer283@example.com,Unknown,38182.71231135446,0.93,0.0
284.0,Customer 284,customer284@example.com,+1-555-9648,10304.212044246033,0.83,0.0
285.0,Customer 285,customer285@example.com,+1-555-1002,58249.733958621226,0.11,0.0
286.0,Customer 286,customer286@example.com,+1-555-4362,4558.285105877467,0.11,1.0
287.0,Customer 287,customer287@example.com,+1-555-5747,47094.20379511356,0.43,1.0
288.0,Customer 288,customer288@example.com,+1-555-9861,54721.818836050086,0.1,0.0
289.0,Customer 289,customer289@example.com,+1-555-3129,29367.58396070016,0.62,0.0
290.0,Customer 290,Unknown,Unknown,59492.49279633207,0.14,1.0
291.0,Customer 291,customer291@example.com,+1-555-7822,4019.524743965893,0.52,1.0
292.0,Customer 292,customer292@example.com,+1-555-8573,4697.470686172228,0.01,1.0
293.0,Customer 293,customer293@example.com,+1-555-8661,82437.45550530616,0.32,0.0
294.0,Customer 294,customer294@example.com,+1-555-6448,36658.873499715024,0.68,1.0
295.0,Customer 295,customer295@example.com,Unknown,13578.990752536594,0.48,0.0
296.0,Customer 296,customer296@example.com,+1-555-3053,52702.08274542564,0.98,0.0
297.0,Customer 297,customer297@example.com,+1-555-4754,77229.36175676248,0.87,1.0
298.0,Customer 298,customer298@example.com,+1-555-2891,22366.28172218748,0.36,0.0
299.0,Customer 299,customer299@example.com,+1-555-2001,62666.157106081024,0.05,1.0
300.0,Customer 300,customer300@example.com,+1-555-7571,9449.399034383032,0.85,0.0
301.0,Custmr 301,customer301@example.com,+1-555-6285,6116.490395692162,0.91,1.0
302.0,Customer 302,customer302@example.com,+1-555-5824,53604.10852524665,0.82,0.0
303.0,Customer 303,customer303@example.com,+1-555-6362,54522.87703940055,0.13,0.0
304.0,Customer 304,customer304@example.com,+1-555-3832,64105.56024832245,1.0,0.0
305.0,Customer 305,customer305@example.com,+1-555-4052,72883.0420385435,0.26,0.0
306.0,Customer 306,Unknown,+1-555-6670,97609.35586679092,0.72,1.0
307.0,Customer 307,customer307@example.com,+1-555-1306,52113.734481818334,0.91,0.0
308.0,Customer 308,Unknown,+1-555-6449,32972.69082118335,0.24,0.0
309.0,Customer 309,customer309@example.com,+1-555-5002,79723.43328210166,0.91,0.0
310.0,Customer 310,customer310@example.com,+1-555-5293,27812.392874945348,0.31,1.0
311.0,Customer 311,customer311@example.com,+1-555-8121,44458.17064985797,0.98,0.0
312.0,Customer 312,customer312@example.com,+1-555-3141,8767.18175288433,0.28,0.0
313.0,Customer 313,customer313@example.com,+1-555-2695,3509.7235981302933,0.95,0.0
314.0,Customer 314,customer314@example.com,+1-555-9125,96302.19305311458,0.05,1.0
315.0,Customer 315,customer315@example.com,+1-555-5035,83762.03193070837,0.71,0.0
316.0,Customer 316,customer316@example.com,+1-555-3021,69901.4464032761,0.53,0.0
317.0,Customer 317,Unknown,+1-555-8031,41486.34149701272,0.48,1.0
318.0,Customer 318,customer318@example.com,+1-555-5109,18156.13768701373,0.22,0.0
319.0,Customer 319,customer319@example.com,+1-555-9633,16487.26722443752,0.71,0.0
320.0,Customer 320,customer320@example.com,+1-555-7491,25774.04691829494,0.19,1.0
321.0,Customer 321,Unknown,+1-555-1940,55373.43980590592,0.55,0.0
322.0,Customer 322,customer322@example.com,Unknown,71744.99634730617,0.25,0.0
323.0,Customer 323,customer323@example.com,+1-555-3519,66359.5402950554,0.96,0.0
324.0,Customer 324,customer324@example.com,+1-555-8506,28713.45579764834,0.03,1.0
325.0,Customer 325,customer325@example.com,+1-555-1976,95531.6627856562,0.2,0.0
326.0,Customer 326,Unknown,+1-555-1554,74051.79475288108,0.24,0.0
327.0,Customer 327,customer327@example.com,+1-555-7689,55881.051198628666,0.41,0.0
328.0,Customer 328,customer328@example.com,Unknown,61560.35387720087,0.23,1.0
329.0,Customer 329,Unknown,+1-555-3867,42540.4061803512,0.49,0.0
330.0,Customer 330,Unknown,+1-555-3137,25525.36796061459,0.87,0.0
331.0,Customer 331,customer331@example.com,+1-555-6397,36241.2951864749,0.71,0.0
332.0,Customer 332,customer332@example.com,Unknown,76026.76493597255,0.58,0.0
333.0,Customer 333,Unknown,+1-555-3900,2424.955374345831,0.09,1.0
334.0,Customer 334,customer334@example.com,+1-555-6502,12491.191410184709,0.69,0.0
335.0,Customer 335,customer335@example.com,+1-555-1772,5554.261560153522,0.17,1.0
